label,size,avg_dynm_init_ns,avg_dynm_exec_ns,avg_symb_init_ns,avg_symb_exec_ns,avg_inst_exec_ns,cv_dynm_init,cv_dynm_exec,cv_symb_init,cv_symb_exec,cv_inst_exec
maxpool,4096,12354656,11426148,7310550,756963,47,0.11423060639260223,0.0029780052185284837,0.049036687504933604,0.1204741132312024,0.25556686354400077
maxpool,8192,17329925,46638230,12447624,1065982,41,0.48589421761012785,0.0015010025776284774,0.3641666879561262,0.3342407030424803,0.1483600617145907
exp,64,16140830,39743,6676889,456986,36,0.22785638112599613,0.6244006344899682,0.2737080396803459,0.10625224515864946,0.2939723678960656
exp,128,17629743,138790,10595512,772064,38,0.25784873326047003,0.5563358196621481,0.11624496091730538,0.2556884114771235,0.3882182844550932
exp,256,14714044,403892,8596062,697151,34,0.2761419173603464,0.3841842570677101,0.4226424641073294,0.3830505495898853,0.37550427455305013
exp,512,13032338,1384473,8860853,656005,28,0.15585731676613723,0.2509295105101497,0.1814894923883377,0.2109563538842084,0.08150827329735894
exp,1024,13046145,3953946,7416792,467509,28,0.07856063314904375,0.008922008561232873,0.2204748007959359,0.1044247740681532,0.10782531046954918
exp,2048,11391730,15668974,6382173,533187,30,0.06156842037204766,0.0057558494676124465,0.17483359302661872,0.22900562252273782,0.057735026918962574
exp,4096,11930959,60846236,6817702,446271,32,0.13198478005162675,0.004354049992348261,0.14485486269405784,0.11145537271843513,0.07783334469351287
exp,8192,11257394,247280022,6447959,409838,32,0.039001110972275745,0.02484697975036915,0.1443381905928444,0.024915398846887638,0.07783334469351287
log,64,14443997,63684,9539219,864298,33,0.21062191571117533,0.28079312825413094,0.3342894685523865,0.4761336930849404,0.19974984355438177
log,128,13468320,283218,8865417,715995,35,0.12718270216841535,0.6281991250940805,0.31198303688105955,0.4891168473419137,0.31513486542219377
log,256,16697033,795994,10058071,728472,28,0.474666766594191,0.08619591162365935,0.33870611097180775,0.41621444541755964,0.10188534162169867
log,512,13577866,2952192,7740946,586919,30,0.17873062572056067,0.24989710391625644,0.41536009783740807,0.3116657250647724,0.018826639212705186
log,1024,13509834,10211061,6897462,453478,29,0.14894194146695072,0.05539052329681593,0.34337983546656714,0.1884051408408913,0.019682395540555425
log,2048,11114182,37579428,5841368,475157,27,0.018421810513896703,0.004802996296869512,0.1730872535147861,0.1916874556738182,0.14607657413231495
log,4096,11830143,147464702,6305044,458263,35,0.12790100106001817,0.0013170489720138756,0.15367891732628178,0.23051874021838667,0.14285714285714285
