label,size,avg_dynm_init_ns,avg_dynm_exec_ns,avg_symb_init_ns,avg_symb_exec_ns,avg_inst_exec_ns,cv_dynm_init,cv_dynm_exec,cv_symb_init,cv_symb_exec,cv_inst_exec
sum,4096,11694827,18551882,7321101,483329,37,0.016002554810823952,0.025806009018946894,0.19897006551414337,0.11628205383332144,0.19569331316368127
sum,8192,11705825,73563790,10152117,607362,32,0.07217183331135583,0.04052812454276089,0.24567014443444438,0.3570562650660818,0.21942058405971918
nonzero,64,18152517,277085,11121357,564824,51,0.3010512715615657,1.6565720405283941,0.21818130411965414,0.1685560639446957,0.1576360222305886
nonzero,128,19973191,5648522,13751063,752040,51,0.22984997064773846,1.7234888455241102,0.2755201169965733,0.24904710611678263,0.11926985353525921
nonzero,256,21210015,1510180,10705990,722567,60,0.1574234069989218,1.5729998501970786,0.20884001294482304,0.25438220029649233,0.3616369818000953
nonzero,512,17879046,4690205,9884669,546853,45,0.3718707206751673,1.67501808384855,0.17573801362619051,0.09694329388392268,0.06666666666666667
nonzero,1024,21761797,10959306,9941522,523483,43,0.09702284139089494,1.5442186824552524,0.1865513034911791,0.011086321923487448,0.0867008907755767
nonzero,2048,14625096,35051819,13332924,780793,59,0.3041956927127477,1.557659273222393,0.3296696753571089,0.3642324533483471,0.48888830853749005
nonzero,4096,12250842,163057248,9413585,690350,54,0.05845806340052925,1.6205742416611546,0.18464457510790422,0.402234737834046,0.26020229626038865
nonzero,8192,11344375,569551809,10438255,525672,100,0.12577503587205832,1.5967863713585764,0.4349616475047112,0.1730947206423308,0.5334166132556183
pow,64,14802151,4972,9035448,534412,44,0.35764930951825624,0.26939014096013547,0.26242629820571317,0.19280855579023531,0.06013071161510433
pow,128,17740379,18223,14090163,863516,59,0.2629620589267921,0.5207891442947961,0.10522176412524098,0.33627798334482706,0.23721646643086197
pow,256,14729470,61564,12577675,856122,68,0.04339278521208005,0.514433045207349,0.3009172967292108,0.5566304174589166,0.2840116985691276
